name,sample,rank90,rank95
iid_shuffle,157,4,4
iid_shuffle,158,4,5
iid_shuffle,159,4,4
iid_shuffle,160,4,4
iid_shuffle,161,4,4
iid_shuffle,162,4,5
iid_shuffle,163,4,5
iid_shuffle,164,4,5
iid_shuffle,165,4,5
iid_shuffle,166,5,6
iid_shuffle,167,4,4
iid_shuffle,168,4,5
iid_shuffle,169,4,5
iid_shuffle,170,4,5
iid_shuffle,171,4,5
iid_shuffle,172,4,5
iid_shuffle,173,4,5
iid_shuffle,174,4,5
iid_shuffle,175,4,4
iid_shuffle,176,4,4
iid_shuffle,177,5,5
iid_shuffle,178,4,5
iid_shuffle,179,4,5
iid_shuffle,180,4,4
iid_shuffle,181,4,4
iid_shuffle,182,4,5
iid_shuffle,183,4,4
iid_shuffle,184,3,4
iid_shuffle,185,4,5
iid_shuffle,186,4,5
iid_shuffle,187,4,5
iid_shuffle,188,5,6
iid_shuffle,189,4,5
iid_shuffle,190,4,4
iid_shuffle,191,4,5
iid_shuffle,192,5,5
iid_shuffle,193,4,5
iid_shuffle,194,4,4
iid_shuffle,195,4,5
iid_shuffle,196,4,4
iid_shuffle,197,4,5
iid_shuffle,198,4,5
iid_shuffle,199,4,4
markov_synthetic,0,4,5
markov_synthetic,1,4,5
markov_synthetic,2,4,5
markov_synthetic,3,4,5
markov_synthetic,4,4,5
markov_synthetic,5,4,5
markov_synthetic,6,4,4
markov_synthetic,7,4,5
markov_synthetic,8,4,5
markov_synthetic,9,3,4
markov_synthetic,10,4,4
markov_synthetic,11,4,5
markov_synthetic,12,4,5
markov_synthetic,13,4,5
markov_synthetic,14,4,5
markov_synthetic,15,4,5
markov_synthetic,16,5,6
markov_synthetic,17,4,5
markov_synthetic,18,4,4
markov_synthetic,19,4,5
markov_synthetic,20,4,5
markov_synthetic,21,4,5
markov_synthetic,22,4,4
markov_synthetic,23,4,4
markov_synthetic,24,4,5
markov_synthetic,25,4,5
markov_synthetic,26,3,4
markov_synthetic,27,4,5
markov_synthetic,28,4,5
markov_synthetic,29,4,5
markov_synthetic,30,4,5
markov_synthetic,31,4,5
markov_synthetic,32,4,4
markov_synthetic,33,4,5
markov_synthetic,34,4,5
markov_synthetic,35,4,5
markov_synthetic,36,4,5
markov_synthetic,37,4,5
markov_synthetic,38,4,5
markov_synthetic,39,4,5
markov_synthetic,40,4,4
markov_synthetic,41,4,5
markov_synthetic,42,4,5
markov_synthetic,43,4,5
markov_synthetic,44,3,4
markov_synthetic,45,4,5
markov_synthetic,46,4,4
markov_synthetic,47,4,5
markov_synthetic,48,4,5
markov_synthetic,49,4,4
markov_synthetic,50,4,4
markov_synthetic,51,4,5
markov_synthetic,52,4,5
markov_synthetic,53,4,5
markov_synthetic,54,4,5
markov_synthetic,55,4,5
markov_synthetic,56,4,5
markov_synthetic,57,4,4
markov_synthetic,58,4,4
markov_synthetic,59,4,5
markov_synthetic,60,4,5
markov_synthetic,61,4,5
markov_synthetic,62,4,5
markov_synthetic,63,4,5
markov_synthetic,64,4,4
markov_synthetic,65,4,4
markov_synthetic,66,4,5
markov_synthetic,67,4,5
markov_synthetic,68,4,5
markov_synthetic,69,4,5
markov_synthetic,70,4,5
markov_synthetic,71,5,5
markov_synthetic,72,4,4
markov_synthetic,73,4,5
markov_synthetic,74,3,4
markov_synthetic,75,4,5
markov_synthetic,76,4,5
markov_synthetic,77,3,4
markov_synthetic,78,4,4
markov_synthetic,79,3,4
markov_synthetic,80,4,4
markov_synthetic,81,4,4
markov_synthetic,82,4,5
markov_synthetic,83,3,4
markov_synthetic,84,5,5
markov_synthetic,85,4,4
markov_synthetic,86,3,4
markov_synthetic,87,5,6
markov_synthetic,88,4,4
markov_synthetic,89,4,4
markov_synthetic,90,4,4
markov_synthetic,91,4,5
markov_synthetic,92,4,5
markov_synthetic,93,4,5
markov_synthetic,94,4,5
markov_synthetic,95,3,4
markov_synthetic,96,5,5
markov_synthetic,97,4,4
markov_synthetic,98,3,4
markov_synthetic,99,4,5
markov_synthetic,100,4,4
markov_synthetic,101,4,5
markov_synthetic,102,5,5
markov_synthetic,103,3,4
markov_synthetic,104,3,4
markov_synthetic,105,4,4
markov_synthetic,106,4,5
markov_synthetic,107,3,4
markov_synthetic,108,4,4
markov_synthetic,109,3,4
markov_synthetic,110,4,5
markov_synthetic,111,4,4
markov_synthetic,112,5,5
markov_synthetic,113,4,4
markov_synthetic,114,4,5
markov_synthetic,115,4,5
markov_synthetic,116,4,5
markov_synthetic,117,4,4
markov_synthetic,118,5,6
markov_synthetic,119,4,5
markov_synthetic,120,4,5
markov_synthetic,121,4,4
markov_synthetic,122,3,4
markov_synthetic,123,4,5
markov_synthetic,124,4,5
markov_synthetic,125,4,5
markov_synthetic,126,4,5
markov_synthetic,127,3,4
markov_synthetic,128,4,5
markov_synthetic,129,4,5
markov_synthetic,130,4,4
markov_synthetic,131,4,5
markov_synthetic,132,4,5
markov_synthetic,133,4,4
markov_synthetic,134,4,4
markov_synthetic,135,4,4
markov_synthetic,136,4,4
markov_synthetic,137,4,4
markov_synthetic,138,4,5
markov_synthetic,139,4,5
markov_synthetic,140,4,5
markov_synthetic,141,4,5
markov_synthetic,142,4,5
markov_synthetic,143,4,5
markov_synthetic,144,4,5
markov_synthetic,145,3,4
markov_synthetic,146,4,5
markov_synthetic,147,4,4
markov_synthetic,148,4,4
markov_synthetic,149,5,5
markov_synthetic,150,4,5
markov_synthetic,151,3,4
markov_synthetic,152,4,4
markov_synthetic,153,4,5
markov_synthetic,154,4,5
markov_synthetic,155,4,5
markov_synthetic,156,4,5
markov_synthetic,157,4,4
markov_synthetic,158,4,4
markov_synthetic,159,4,5
markov_synthetic,160,4,4
markov_synthetic,161,4,4
markov_synthetic,162,4,5
markov_synthetic,163,4,4
markov_synthetic,164,4,5
markov_synthetic,165,4,4
markov_synthetic,166,4,5
markov_synthetic,167,4,5
markov_synthetic,168,4,4
markov_synthetic,169,4,4
markov_synthetic,170,4,4
markov_synthetic,171,3,5
markov_synthetic,172,4,4
markov_synthetic,173,4,5
markov_synthetic,174,4,5
markov_synthetic,175,3,4
markov_synthetic,176,5,5
markov_synthetic,177,4,5
markov_synthetic,178,4,4
markov_synthetic,179,4,5
markov_synthetic,180,4,4
markov_synthetic,181,4,4
markov_synthetic,182,4,4
markov_synthetic,183,4,4
markov_synthetic,184,4,4
markov_synthetic,185,4,4
markov_synthetic,186,4,4
markov_synthetic,187,4,4
markov_synthetic,188,4,4
markov_synthetic,189,4,4
markov_synthetic,190,4,5
markov_synthetic,191,4,4
markov_synthetic,192,4,5
markov_synthetic,193,4,5
markov_synthetic,194,4,5
markov_synthetic,195,5,5
markov_synthetic,196,4,4
markov_synthetic,197,4,5
markov_synthetic,198,4,5
markov_synthetic,199,5,5
block_bootstrap,0,4,4
block_bootstrap,1,4,5
block_bootstrap,2,4,5
block_bootstrap,3,4,5
block_bootstrap,4,4,5
block_bootstrap,5,4,5
block_bootstrap,6,4,5
block_bootstrap,7,4,4
block_bootstrap,8,4,5
block_bootstrap,9,4,5
block_bootstrap,10,4,5
block_bootstrap,11,4,5
block_bootstrap,12,4,5
block_bootstrap,13,4,5
block_bootstrap,14,4,5
block_bootstrap,15,4,5
block_bootstrap,16,4,5
block_bootstrap,17,4,4
block_bootstrap,18,4,5
block_bootstrap,19,4,4
block_bootstrap,20,4,5
block_bootstrap,21,4,5
block_bootstrap,22,4,5
block_bootstrap,23,4,5
block_bootstrap,24,4,5
block_bootstrap,25,4,5
block_bootstrap,26,5,5
block_bootstrap,27,4,5
block_bootstrap,28,4,5
block_bootstrap,29,4,5
block_bootstrap,30,4,5
block_bootstrap,31,4,5
block_bootstrap,32,4,5
block_bootstrap,33,4,5
block_bootstrap,34,4,4
block_bootstrap,35,4,5
block_bootstrap,36,4,5
block_bootstrap,37,4,5
block_bootstrap,38,4,5
block_bootstrap,39,4,5
block_bootstrap,40,4,4
block_bootstrap,41,4,4
block_bootstrap,42,4,5
block_bootstrap,43,4,5
block_bootstrap,44,4,5
block_bootstrap,45,4,5
block_bootstrap,46,4,5
block_bootstrap,47,4,5
block_bootstrap,48,4,5
block_bootstrap,49,4,5
block_bootstrap,50,4,5
block_bootstrap,51,4,5
block_bootstrap,52,4,5
block_bootstrap,53,4,5
block_bootstrap,54,4,5
block_bootstrap,55,4,5
block_bootstrap,56,4,5
block_bootstrap,57,4,5
block_bootstrap,58,4,5
block_bootstrap,59,4,5
block_bootstrap,60,5,5
block_bootstrap,61,4,5
block_bootstrap,62,4,5
block_bootstrap,63,4,5
block_bootstrap,64,4,5
block_bootstrap,65,4,5
block_bootstrap,66,4,4
block_bootstrap,67,4,5
block_bootstrap,68,4,5
block_bootstrap,69,4,5
block_bootstrap,70,4,5
block_bootstrap,71,4,4
block_bootstrap,72,4,5
block_bootstrap,73,4,5
block_bootstrap,74,4,5
block_bootstrap,75,4,5
block_bootstrap,76,4,4
block_bootstrap,77,4,5
block_bootstrap,78,4,5
block_bootstrap,79,4,5
block_bootstrap,80,4,5
block_bootstrap,81,4,5
block_bootstrap,82,4,5
block_bootstrap,83,4,5
block_bootstrap,84,4,5
block_bootstrap,85,4,5
block_bootstrap,86,4,5
block_bootstrap,87,4,4
block_bootstrap,88,5,5
block_bootstrap,89,4,5
block_bootstrap,90,5,5
block_bootstrap,91,4,5
block_bootstrap,92,4,5
block_bootstrap,93,4,5
block_bootstrap,94,4,5
block_bootstrap,95,4,5
block_bootstrap,96,4,5
block_bootstrap,97,4,4
block_bootstrap,98,4,5
block_bootstrap,99,4,5
block_bootstrap,100,4,5
block_bootstrap,101,4,4
block_bootstrap,102,4,5
block_bootstrap,103,4,5
block_bootstrap,104,4,5
block_bootstrap,105,4,5
block_bootstrap,106,4,5
block_bootstrap,107,4,5
block_bootstrap,108,5,5
block_bootstrap,109,4,5
block_bootstrap,110,4,5
block_bootstrap,111,4,4
block_bootstrap,112,4,5
block_bootstrap,113,4,5
block_bootstrap,114,4,5
block_bootstrap,115,4,5
block_bootstrap,116,4,4
block_bootstrap,117,4,5
block_bootstrap,118,4,5
block_bootstrap,119,4,5
block_bootstrap,120,4,5
block_bootstrap,121,4,5
block_bootstrap,122,4,5
block_bootstrap,123,4,5
block_bootstrap,124,4,5
block_bootstrap,125,4,5
block_bootstrap,126,4,5
block_bootstrap,127,4,5
block_bootstrap,128,4,5
block_bootstrap,129,4,5
block_bootstrap,130,4,5
block_bootstrap,131,4,5
block_bootstrap,132,4,5
block_bootstrap,133,4,5
block_bootstrap,134,4,4
block_bootstrap,135,4,5
block_bootstrap,136,4,5
block_bootstrap,137,4,5
block_bootstrap,138,4,5
block_bootstrap,139,4,4
block_bootstrap,140,4,5
block_bootstrap,141,4,5
block_bootstrap,142,4,5
block_bootstrap,143,4,5
block_bootstrap,144,4,5
block_bootstrap,145,5,5
block_bootstrap,146,4,5
block_bootstrap,147,4,5
block_bootstrap,148,4,5
block_bootstrap,149,4,5
block_bootstrap,150,4,4
block_bootstrap,151,4,5
block_bootstrap,152,4,5
block_bootstrap,153,4,5
block_bootstrap,154,4,5
block_bootstrap,155,4,5
block_bootstrap,156,4,5
block_bootstrap,157,4,5
block_bootstrap,158,4,4
block_bootstrap,159,4,5
block_bootstrap,160,4,5
block_bootstrap,161,4,5
block_bootstrap,162,4,5
block_bootstrap,163,4,5
block_bootstrap,164,4,4
block_bootstrap,165,4,5
block_bootstrap,166,4,4
block_bootstrap,167,4,5
block_bootstrap,168,4,5
block_bootstrap,169,4,5
block_bootstrap,170,4,5
block_bootstrap,171,4,5
block_bootstrap,172,5,5
block_bootstrap,173,4,5
block_bootstrap,174,4,5
block_bootstrap,175,4,5
block_bootstrap,176,4,4
block_bootstrap,177,4,5
block_bootstrap,178,4,5
block_bootstrap,179,5,5
block_bootstrap,180,4,5
block_bootstrap,181,4,5
block_bootstrap,182,4,5
block_bootstrap,183,4,5
block_bootstrap,184,4,5
block_bootstrap,185,4,5
block_bootstrap,186,4,5
block_bootstrap,187,4,5
block_bootstrap,188,4,5
block_bootstrap,189,4,5
block_bootstrap,190,4,5
block_bootstrap,191,4,5
block_bootstrap,192,4,5
block_bootstrap,193,4,5
block_bootstrap,194,4,4
block_bootstrap,195,4,5
block_bootstrap,196,4,5
block_bootstrap,197,4,5
block_bootstrap,198,4,5
block_bootstrap,199,4,5
window_bootstrap,0,4,4
window_bootstrap,1,4,5
window_bootstrap,2,4,5
window_bootstrap,3,4,5
window_bootstrap,4,4,5
window_bootstrap,5,4,5
window_bootstrap,6,4,5
window_bootstrap,7,4,5
window_bootstrap,8,4,5
window_bootstrap,9,4,5
window_bootstrap,10,4,5
window_bootstrap,11,4,5
window_bootstrap,12,4,5
window_bootstrap,13,4,5
window_bootstrap,14,4,5
window_bootstrap,15,4,5
window_bootstrap,16,4,5
window_bootstrap,17,4,5
window_bootstrap,18,4,5
window_bootstrap,19,4,5
window_bootstrap,20,4,5
window_bootstrap,21,4,5
window_bootstrap,22,4,5
window_bootstrap,23,4,5
window_bootstrap,24,4,5
window_bootstrap,25,4,5
window_bootstrap,26,4,5
window_bootstrap,27,4,4
window_bootstrap,28,4,5
window_bootstrap,29,4,5
window_bootstrap,30,4,5
window_bootstrap,31,4,5
window_bootstrap,32,4,5
window_bootstrap,33,4,5
window_bootstrap,34,4,5
window_bootstrap,35,4,5
window_bootstrap,36,4,5
window_bootstrap,37,4,4
window_bootstrap,38,4,4
window_bootstrap,39,4,5
window_bootstrap,40,4,5
window_bootstrap,41,4,5
window_bootstrap,42,4,4
window_bootstrap,43,4,5
window_bootstrap,44,4,5
window_bootstrap,45,4,5
window_bootstrap,46,4,5
window_bootstrap,47,4,5
window_bootstrap,48,4,5
window_bootstrap,49,4,5
window_bootstrap,50,4,4
window_bootstrap,51,4,5
window_bootstrap,52,4,5
window_bootstrap,53,4,5
window_bootstrap,54,4,5
window_bootstrap,55,4,5
window_bootstrap,56,4,4
window_bootstrap,57,4,5
window_bootstrap,58,4,5
window_bootstrap,59,4,5
window_bootstrap,60,4,5
window_bootstrap,61,4,5
window_bootstrap,62,4,4
window_bootstrap,63,4,5
window_bootstrap,64,4,5
window_bootstrap,65,4,5
window_bootstrap,66,4,5
window_bootstrap,67,4,4
window_bootstrap,68,4,5
window_bootstrap,69,4,5
window_bootstrap,70,4,5
window_bootstrap,71,4,5
window_bootstrap,72,4,5
window_bootstrap,73,4,5
window_bootstrap,74,4,5
window_bootstrap,75,4,5
window_bootstrap,76,4,4
window_bootstrap,77,4,5
window_bootstrap,78,4,5
window_bootstrap,79,4,4
window_bootstrap,80,4,5
window_bootstrap,81,4,5
window_bootstrap,82,4,5
window_bootstrap,83,4,5
window_bootstrap,84,4,5
window_bootstrap,85,4,5
window_bootstrap,86,4,5
window_bootstrap,87,4,4
window_bootstrap,88,4,5
window_bootstrap,89,4,5
window_bootstrap,90,4,5
window_bootstrap,91,4,5
window_bootstrap,92,4,5
window_bootstrap,93,4,5
window_bootstrap,94,4,5
window_bootstrap,95,4,5
window_bootstrap,96,4,5
window_bootstrap,97,4,5
window_bootstrap,98,4,5
window_bootstrap,99,4,5
window_bootstrap,100,4,4
window_bootstrap,101,4,5
window_bootstrap,102,4,5
window_bootstrap,103,4,5
window_bootstrap,104,4,5
window_bootstrap,105,4,5
window_bootstrap,106,4,5
window_bootstrap,107,4,5
window_bootstrap,108,4,5
window_bootstrap,109,4,5
window_bootstrap,110,4,5
window_bootstrap,111,4,5
window_bootstrap,112,4,5
window_bootstrap,113,4,4
window_bootstrap,114,4,5
window_bootstrap,115,4,5
window_bootstrap,116,4,5
window_bootstrap,117,4,5
window_bootstrap,118,4,4
window_bootstrap,119,4,5
window_bootstrap,120,4,5
window_bootstrap,121,4,5
window_bootstrap,122,4,5
window_bootstrap,123,4,4
window_bootstrap,124,4,5
window_bootstrap,125,4,5
window_bootstrap,126,4,4
window_bootstrap,127,4,5
window_bootstrap,128,4,5
window_bootstrap,129,4,5
window_bootstrap,130,4,4
window_bootstrap,131,4,5
window_bootstrap,132,4,5
window_bootstrap,133,4,5
window_bootstrap,134,4,5
window_bootstrap,135,4,5
window_bootstrap,136,4,5
window_bootstrap,137,4,5
window_bootstrap,138,4,5
window_bootstrap,139,4,5
window_bootstrap,140,4,5
window_bootstrap,141,4,5
window_bootstrap,142,4,5
window_bootstrap,143,4,5
window_bootstrap,144,4,5
window_bootstrap,145,4,4
window_bootstrap,146,4,5
window_bootstrap,147,4,5
window_bootstrap,148,4,5
window_bootstrap,149,4,4
window_bootstrap,150,4,5
window_bootstrap,151,4,5
window_bootstrap,152,4,5
window_bootstrap,153,4,4
window_bootstrap,154,4,5
window_bootstrap,155,4,5
window_bootstrap,156,4,4
window_bootstrap,157,4,4
window_bootstrap,158,4,5
window_bootstrap,159,4,5
window_bootstrap,160,4,5
window_bootstrap,161,4,5
window_bootstrap,162,4,5
window_bootstrap,163,4,5
window_bootstrap,164,4,5
window_bootstrap,165,4,5
window_bootstrap,166,4,5
window_bootstrap,167,4,5
window_bootstrap,168,4,5
window_bootstrap,169,4,4
window_bootstrap,170,4,5
window_bootstrap,171,4,4
window_bootstrap,172,4,5
window_bootstrap,173,4,4
window_bootstrap,174,4,5
window_bootstrap,175,4,5
window_bootstrap,176,4,4
window_bootstrap,177,4,5
window_bootstrap,178,4,4
window_bootstrap,179,4,4
window_bootstrap,180,4,5
window_bootstrap,181,4,5
window_bootstrap,182,4,4
window_bootstrap,183,4,5
window_bootstrap,184,4,5
window_bootstrap,185,4,5
window_bootstrap,186,4,5
window_bootstrap,187,4,5
window_bootstrap,188,4,5
window_bootstrap,189,4,5
window_bootstrap,190,4,5
window_bootstrap,191,4,5
window_bootstrap,192,4,5
window_bootstrap,193,4,5
window_bootstrap,194,4,4
window_bootstrap,195,4,5
window_bootstrap,196,4,5
window_bootstrap,197,4,5
window_bootstrap,198,4,5
window_bootstrap,199,4,5
