control,transition,delta_entry,slice_norm
iid,17->19,0.0031135910938368816,0.0035859598459459206
iid,29->1,0.0015485307589460928,0.0035859598459459206
iid,11->13,0.0018253514779199842,0.0028558707396441996
iid,17->19,-0.0019207616339893957,0.0028558707396441996
iid,29->1,0.0010652532135626835,0.0028558707396441996
iid,11->13,-0.0013059022425489647,0.003823873067468589
iid,17->19,0.0019999253466718853,0.003823873067468589
iid,29->1,0.0029861217618771946,0.003823873067468589
iid,11->13,-0.0001937902898882793,0.0021419111034150116
iid,17->19,0.0010018964462806396,0.0021419111034150116
iid,29->1,0.0018831972837193012,0.0021419111034150116
iid,11->13,0.001520788270788609,0.0023729860758662283
iid,17->19,0.0006963638177297643,0.0023729860758662283
iid,29->1,0.0016832538088605714,0.0023729860758662283
iid,11->13,-0.00024857258810084826,0.0019937022802884027
iid,17->19,0.0015025422116345388,0.0019937022802884027
iid,29->1,-0.001286634117816099,0.0019937022802884027
iid,11->13,-0.0028405485766971744,0.005455042675311652
iid,17->19,0.0026140497808978813,0.005455042675311652
iid,29->1,-0.003854285681664335,0.005455042675311652
iid,11->13,-0.001974514286064169,0.00417866417815437
iid,17->19,0.0036822781605171245,0.00417866417815437
iid,29->1,5.792405802138023e-05,0.00417866417815437
iid,11->13,-0.0020336526076026318,0.006261154006931367
iid,17->19,-0.0013160973284466332,0.006261154006931367
iid,29->1,-0.005773577261296445,0.006261154006931367
iid,11->13,-0.0005581986724650517,0.002436583748447249
iid,17->19,0.0023617964598911245,0.002436583748447249
iid,29->1,0.00021742145087652598,0.002436583748447249
iid,11->13,0.0018368675362295805,0.003057417372871564
iid,17->19,-0.0017717220944562795,0.003057417372871564
iid,29->1,0.0016836625155589174,0.003057417372871564
iid,11->13,-0.00020695607475179623,0.004505735686408184
iid,17->19,-0.0015889915783501851,0.004505735686408184
iid,29->1,-0.004211167180583994,0.004505735686408184
iid,11->13,0.0007064781459758529,0.0021221932396024213
iid,17->19,-0.0013099263500490899,0.0021221932396024213
iid,29->1,0.0015128402866528279,0.0021221932396024213
iid,11->13,0.001949100010327387,0.004658412861995736
iid,17->19,-0.003972934244897863,0.004658412861995736
iid,29->1,0.0014552020575394065,0.004658412861995736
iid,11->13,-0.0008352304064545707,0.0026291912330877374
iid,17->19,0.002214849013266837,0.0026291912330877374
iid,29->1,0.0011443253718720348,0.0026291912330877374
iid,11->13,-0.003909291150319516,0.004421780197586991
iid,17->19,0.00012944098836921436,0.004421780197586991
iid,29->1,0.0020622385527227366,0.004421780197586991
iid,11->13,-0.00032522045291699664,0.0017213297131371363
iid,17->19,-0.001689650383765673,0.0017213297131371363
iid,29->1,-4.784578323900612e-05,0.0017213297131371363
iid,11->13,0.003388424109295629,0.003982619221606684
iid,17->19,-0.0010047580224590985,0.003982619221606684
iid,29->1,0.0018358374754207513,0.003982619221606684
iid,11->13,-0.0034119286554720185,0.00346784248341577
iid,17->19,-0.0002413005889518871,0.00346784248341577
iid,29->1,-0.000571356601015191,0.00346784248341577
iid,11->13,-0.003305107337180632,0.003565435693845673
iid,17->19,-0.0009774646912910495,0.003565435693845673
iid,29->1,0.0009127759604321412,0.003565435693845673
iid,11->13,-0.0006284089465103115,0.0034083509582606124
iid,17->19,0.003216327432028196,0.0034083509582606124
iid,29->1,0.0009365875829866338,0.0034083509582606124
iid,11->13,0.0025963684371987927,0.0040717724619673875
iid,17->19,0.0012932421208822764,0.0040717724619673875
iid,29->1,0.0028575735751034947,0.0040717724619673875
iid,11->13,0.0009837293509548095,0.003509665518926442
iid,17->19,-0.00285343805711899,0.003509665518926442
iid,29->1,-0.0017910666858038105,0.003509665518926442
iid,11->13,-0.0017426360990797501,0.0024024504255588074
iid,17->19,0.0013354198756538038,0.0024024504255588074
iid,29->1,0.0009755210039566475,0.0024024504255588074
iid,11->13,-0.002242460561409962,0.002628678885510306
iid,17->19,-0.0011154213845233907,0.002628678885510306
iid,29->1,-0.0007982220546918911,0.002628678885510306
iid,11->13,-0.0016082935049629432,0.004873960460333031
iid,17->19,0.0013851135879367205,0.004873960460333031
iid,29->1,-0.004387521272802772,0.004873960460333031
iid,11->13,0.0022596151768691786,0.0035319649749616794
iid,17->19,-0.00018399469946600577,0.0035319649749616794
iid,29->1,0.002708331919722348,0.0035319649749616794
iid,11->13,0.003837674518280404,0.004421836537863063
iid,17->19,4.666512771631104e-05,0.004421836537863063
iid,29->1,-0.002196068083001365,0.004421836537863063
iid,11->13,0.002540111045731569,0.003549753957665444
iid,17->19,-0.00022422824698518917,0.003549753957665444
iid,29->1,-0.0024694758003608597,0.003549753957665444
iid,11->13,-0.0005294589973273839,0.0022935335855870597
iid,17->19,-0.00195169238844492,0.0022935335855870597
iid,29->1,0.001082065755511688,0.0022935335855870597
iid,11->13,-0.0015300450127598286,0.0018759929967440518
iid,17->19,-0.0003064831864813544,0.0018759929967440518
iid,29->1,0.001041335699554058,0.0018759929967440518
iid,11->13,0.002522066752693203,0.005088851454149192
iid,17->19,0.0005715843508340424,0.005088851454149192
iid,29->1,-0.004382793600802751,0.005088851454149192
iid,11->13,0.0010194817150916968,0.0018803896006419011
iid,17->19,0.0015581283989438144,0.0018803896006419011
iid,29->1,-0.0002622174197125099,0.0018803896006419011
iid,11->13,-0.0028327950968515397,0.0037261910544632124
iid,17->19,-0.0005773296832710384,0.0037261910544632124
iid,29->1,-0.0023508428595781783,0.0037261910544632124
iid,11->13,0.00443986982704625,0.004785156469259383
iid,17->19,-0.0003193426536679672,0.004785156469259383
iid,29->1,-0.0017559324086443423,0.004785156469259383
iid,11->13,7.343375084256643e-05,0.002484897271518233
iid,17->19,-0.002334017301946309,0.002484897271518233
iid,29->1,0.0008495205521064364,0.002484897271518233
iid,11->13,0.0021657974364775456,0.004545893873112536
iid,17->19,0.003757512433154947,0.004545893873112536
iid,29->1,0.0013621941434448226,0.004545893873112536
iid,11->13,-0.0008370336824162911,0.002082220825386174
iid,17->19,0.00020792565843685828,0.002082220825386174
iid,29->1,0.0018952005436723846,0.002082220825386174
iid,11->13,-0.0019618050577849128,0.004479745355405698
iid,17->19,0.003530913439773131,0.004479745355405698
iid,29->1,-0.001937031142072304,0.004479745355405698
iid,11->13,0.0005980451956762167,0.001852222360089678
iid,17->19,-0.0017407835665176757,0.001852222360089678
iid,29->1,-0.00020674184309610322,0.001852222360089678
iid,11->13,-0.002439345983238375,0.0038116623251107156
iid,17->19,-0.002445599389459055,0.0038116623251107156
iid,29->1,-0.0016116465124228485,0.0038116623251107156
iid,11->13,-0.0026536337290462286,0.003924056892307595
iid,17->19,0.0013678890761181506,0.003924056892307595
iid,29->1,0.0025466311082627535,0.003924056892307595
iid,11->13,0.0010927282076047817,0.0017324812663237496
iid,17->19,0.0010348109403487266,0.0017324812663237496
iid,29->1,-0.0008582556263737329,0.0017324812663237496
iid,11->13,0.0005173719928772413,0.002223735846257492
iid,17->19,-0.001702467113805714,0.002223735846257492
iid,29->1,0.0013337664943035565,0.002223735846257492
iid,11->13,-0.0005199542625149017,0.0014495487440588973
iid,17->19,0.0013126770592234438,0.0014495487440588973
iid,29->1,0.0003282043029635695,0.0014495487440588973
iid,11->13,0.0028684463971959395,0.004593348619856483
iid,17->19,-0.0035245731145899933,0.004593348619856483
iid,29->1,-0.000669515623313216,0.004593348619856483
iid,11->13,-4.2162579682009094e-05,0.005146015024628269
iid,17->19,-0.004396425783153579,0.005146015024628269
iid,29->1,-0.002674160295082717,0.005146015024628269
iid,11->13,0.002014477228801631,0.002283783383773888
iid,17->19,-0.00010194194672635826,0.002283783383773888
iid,29->1,0.0010710536299079754,0.002283783383773888
iid,11->13,0.0011745860425659838,0.002846819900951319
iid,17->19,0.002408100664204757,0.002846819900951319
iid,29->1,-0.000962175850932806,0.002846819900951319
iid,11->13,0.002485984288042059,0.002792164038783549
iid,17->19,-0.000700000884875776,0.002792164038783549
iid,29->1,-0.0010611601671082493,0.002792164038783549
iid,11->13,-0.0014824769069908955,0.004619715928971073
iid,17->19,0.0012422778334036516,0.004619715928971073
iid,29->1,0.004195328743884286,0.004619715928971073
iid,11->13,-0.0029315882458162273,0.003549117838490477
iid,17->19,-0.001568097745654945,0.003549117838490477
iid,29->1,-0.0012422146547820673,0.003549117838490477
iid,11->13,0.002977369591682655,0.0032045053889505613
iid,17->19,0.001087933865976512,0.0032045053889505613
iid,29->1,0.00046960090033777713,0.0032045053889505613
iid,11->13,0.001124219834079454,0.004149000609822902
iid,17->19,-0.003739586537645667,0.004149000609822902
iid,29->1,0.0014020800092835184,0.004149000609822902
iid,11->13,-0.0009608190108259668,0.0027558539620467
iid,17->19,-0.0018080618706323576,0.0027558539620467
iid,29->1,0.0018445785861625208,0.0027558539620467
iid,11->13,0.006017497525212967,0.006122078859107503
iid,17->19,-0.0009125235040350899,0.006122078859107503
iid,29->1,0.0006609644058270941,0.006122078859107503
iid,11->13,0.001664142442887817,0.00216349750584747
iid,17->19,-0.00033184464880212095,0.00216349750584747
iid,29->1,0.0013420992946309857,0.00216349750584747
iid,11->13,-0.004460633793538532,0.004567193624817507
iid,17->19,-8.01564288486073e-05,0.004567193624817507
iid,29->1,0.0009775370649903609,0.004567193624817507
iid,11->13,0.0009485577675687751,0.005149620992958208
iid,17->19,-0.002643078086712866,0.005149620992958208
iid,29->1,-0.004316592725777946,0.005149620992958208
iid,11->13,-0.002126662214459868,0.004225850186591657
iid,17->19,-0.0029684561428894446,0.004225850186591657
iid,29->1,-0.0021268252755803213,0.004225850186591657
iid,11->13,-0.0012423838910406715,0.0050308664510537214
iid,17->19,-0.003715112694087766,0.0050308664510537214
iid,29->1,-0.0031565863184535997,0.0050308664510537214
iid,11->13,0.001624259603472844,0.0024764017192275343
iid,17->19,0.001694482495917568,0.0024764017192275343
iid,29->1,0.0007893511807480214,0.0024764017192275343
iid,11->13,0.006462453027455212,0.007537474578186187
iid,17->19,0.0017861097961992811,0.007537474578186187
iid,29->1,0.0034438402519075956,0.007537474578186187
iid,11->13,-0.0006934060023587318,0.005671462929690435
iid,17->19,0.0027713581629821155,0.005671462929690435
iid,29->1,-0.004899413619119955,0.005671462929690435
iid,11->13,0.0014070756309324528,0.003917381587082811
iid,17->19,-0.0026749318572807934,0.003917381587082811
iid,29->1,0.0024921388858881455,0.003917381587082811
iid,11->13,0.0016683329156596538,0.0038902895518812476
iid,17->19,-0.0032203531008527936,0.0038902895518812476
iid,29->1,0.001407246952681282,0.0038902895518812476
iid,11->13,0.002068812311523227,0.002223376826555384
iid,17->19,-0.0004708284289758613,0.002223376826555384
iid,29->1,-0.0006646357822307908,0.002223376826555384
iid,11->13,0.0025923696377577465,0.0038126147212338133
iid,17->19,0.00014664602685965367,0.0038126147212338133
iid,29->1,0.002791799709256887,0.0038126147212338133
iid,11->13,-0.0018451131126209358,0.002076319455510856
iid,17->19,8.458453258086696e-07,0.002076319455510856
iid,29->1,-0.0009521866243089455,0.002076319455510856
iid,11->13,6.656633326498906e-05,0.003633440682919074
iid,17->19,-0.0026974672030052466,0.003633440682919074
iid,29->1,0.002433337380693054,0.003633440682919074
iid,11->13,0.0014698624346564104,0.004525533811145809
iid,17->19,-0.004236333221182817,0.004525533811145809
iid,29->1,-0.0006110986320657791,0.004525533811145809
iid,11->13,0.0037873693412516785,0.005294543593045127
iid,17->19,0.0032198717805545646,0.005294543593045127
iid,29->1,-0.001822210484107259,0.005294543593045127
markov,11->13,-0.0019910048961342824,0.0022485845938500235
markov,17->19,-0.00023501271039828853,0.0022485845938500235
markov,29->1,0.0010182343567274876,0.0022485845938500235
markov,11->13,-1.239895601012897e-05,0.0020969150625548745
markov,17->19,0.0015014099819294219,0.0020969150625548745
markov,29->1,-0.0014637851999600437,0.0020969150625548745
markov,11->13,-0.0002680342868087854,0.0016554310475832838
markov,17->19,-0.0009994860095758895,0.0016554310475832838
markov,29->1,0.0012921444544088945,0.0016554310475832838
markov,11->13,0.0002895659527720751,0.0008734181621420136
markov,17->19,0.00038645237555835765,0.0008734181621420136
markov,29->1,0.0007277811528062783,0.0008734181621420136
markov,11->13,-0.0014225140703372496,0.0017403238339407919
markov,17->19,-0.000720877555292862,0.0017403238339407919
markov,29->1,-0.0006967900092207935,0.0017403238339407919
markov,11->13,0.0008091921559163495,0.001325771973388174
markov,17->19,-0.0007975685051781478,0.001325771973388174
markov,29->1,0.0006832011854299713,0.001325771973388174
markov,11->13,-0.000527472282676758,0.0022906926825314988
markov,17->19,0.0021321734701399003,0.0022906926825314988
markov,29->1,-0.0006502939720178097,0.0022906926825314988
markov,11->13,0.000610037152541848,0.0022363651286642005
markov,17->19,0.0017500753016376352,0.0022363651286642005
markov,29->1,0.0012515670576608434,0.0022363651286642005
markov,11->13,-0.002109235105368784,0.002121298085066106
markov,17->19,8.297524878866924e-06,0.002121298085066106
markov,29->1,0.0002257520477558228,0.002121298085066106
markov,11->13,0.0021716701329372867,0.002653996535094784
markov,17->19,-0.0007643390141663653,0.002653996535094784
markov,29->1,0.0013203531017975667,0.002653996535094784
markov,11->13,-0.0008021446984207842,0.0023549379904776522
markov,17->19,-0.0008832479086279127,0.0023549379904776522
markov,29->1,0.002030312772381332,0.0023549379904776522
markov,11->13,0.002916733427893059,0.004183878007293871
markov,17->19,0.002033938484096956,0.004183878007293871
markov,29->1,-0.0022046758340939637,0.004183878007293871
markov,11->13,0.0006695652988222417,0.0027383726775593153
markov,17->19,0.0015328410163227418,0.0027383726775593153
markov,29->1,0.0021681249157959326,0.0027383726775593153
markov,11->13,0.0009791962960280232,0.003038338000115598
markov,17->19,0.0004304215514129017,0.003038338000115598
markov,29->1,-0.002843837144576103,0.003038338000115598
markov,11->13,0.00026674330140297187,0.002323233265140817
markov,17->19,0.0010153282472486896,0.002323233265140817
markov,29->1,0.002072527289507284,0.002323233265140817
markov,11->13,0.0013911667515823095,0.003239303727169045
markov,17->19,0.0019703479768094917,0.003239303727169045
markov,29->1,-0.002162284106315804,0.003239303727169045
markov,11->13,0.0017449013173845285,0.00258014544958562
markov,17->19,0.001713724965842725,0.00258014544958562
markov,29->1,-0.0008219590470665006,0.00258014544958562
markov,11->13,-0.002155392738733858,0.002300920276796523
markov,17->19,-0.0004335875895486868,0.002300920276796523
markov,29->1,0.0006786148128180708,0.002300920276796523
markov,11->13,0.0027334299328691386,0.003443282241078625
markov,17->19,-0.0017111038990985372,0.003443282241078625
markov,29->1,0.001206928680706626,0.003443282241078625
markov,11->13,0.0032677310584202923,0.004108071221424144
markov,17->19,-0.0003286907406570838,0.004108071221424144
markov,29->1,0.002467821972334097,0.004108071221424144
markov,11->13,-0.0003722569675896764,0.0021942756432468576
markov,17->19,0.0020442542536917296,0.0021942756432468576
markov,29->1,0.0007051913888375394,0.0021942756432468576
markov,11->13,-0.0005098198094041079,0.0007634211065333761
markov,17->19,0.00031368092677140635,0.0007634211065333761
markov,29->1,0.0004738141239132021,0.0007634211065333761
markov,11->13,-0.0005642127050079215,0.003226531277215517
markov,17->19,0.0031616118948506605,0.003226531277215517
markov,29->1,-0.000310448599121424,0.003226531277215517
markov,11->13,-0.0004117703521033522,0.003752806598604244
markov,17->19,0.002893063407298682,0.003752806598604244
markov,29->1,0.002354609662981441,0.003752806598604244
markov,11->13,-0.0008846117111509649,0.0011151005505387983
markov,17->19,-0.00013897576783086785,0.0011151005505387983
markov,29->1,-0.0006645277227191604,0.0011151005505387983
markov,11->13,-0.002562389728284223,0.0034726454810825864
markov,17->19,-0.0002961457885572033,0.0034726454810825864
markov,29->1,-0.0023250211159442508,0.0034726454810825864
markov,11->13,0.001641710750254738,0.0018793602015325195
markov,17->19,0.0004748635360778408,0.0018793602015325195
markov,29->1,0.0007818473007602106,0.0018793602015325195
markov,11->13,-0.0015397439300252475,0.0015673446979356507
markov,17->19,-0.00028643533581494685,0.0015673446979356507
markov,29->1,-6.093300004086921e-05,0.0015673446979356507
markov,11->13,0.0011209425428025804,0.00187256548726687
markov,17->19,0.0012763023365831155,0.00187256548726687
markov,29->1,-0.0007880619680398077,0.00187256548726687
markov,11->13,-0.0009814987575476192,0.004200842548346007
markov,17->19,0.002150872279920918,0.004200842548346007
markov,29->1,-0.0034723891977130744,0.004200842548346007
markov,11->13,-0.00038442633108153046,0.0016007453709329777
markov,17->19,-0.001543394452248839,0.0016007453709329777
markov,29->1,-0.00018037655973561495,0.0016007453709329777
markov,11->13,0.0015058505099805886,0.0036521723723803782
markov,17->19,0.003053298708256366,0.0036521723723803782
markov,29->1,0.0013221740722498404,0.0036521723723803782
markov,11->13,0.002589148911227024,0.003147342031009109
markov,17->19,-0.00010379831391099659,0.003147342031009109
markov,29->1,-0.0017864197954785693,0.003147342031009109
markov,11->13,0.0026109983024689004,0.0030271017595787475
markov,17->19,0.0011623537683056878,0.0030271017595787475
markov,29->1,-0.0009974801474991052,0.0030271017595787475
markov,11->13,-0.0019732435652295155,0.00268072486746877
markov,17->19,0.0014855463509373668,0.00268072486746877
markov,29->1,-0.0010419921720255104,0.00268072486746877
markov,11->13,0.0010289588581929437,0.004747000329556587
markov,17->19,-0.004486879766929033,0.004747000329556587
markov,29->1,-0.001158950281107643,0.004747000329556587
markov,11->13,0.00048627953802996005,0.0031801296872813914
markov,17->19,0.0023102896010757518,0.0031801296872813914
markov,29->1,0.00213056776423165,0.0031801296872813914
markov,11->13,0.0016676843862595409,0.002554934419241223
markov,17->19,0.0019134774884279337,0.002554934419241223
markov,29->1,-0.0002917577346518013,0.002554934419241223
markov,11->13,-0.0001320530678720344,0.0014509748808720472
markov,17->19,0.001251417755344597,0.0014509748808720472
markov,29->1,0.0007223874955974291,0.0014509748808720472
markov,11->13,0.0001888160790484289,0.003088753524446016
markov,17->19,0.0030252384014400474,0.003088753524446016
markov,29->1,-0.0005938681987806144,0.003088753524446016
markov,11->13,-0.00028543914080553234,0.0034233438242738234
markov,17->19,-0.002240948691517225,0.0034233438242738234
markov,29->1,-0.0025721501507643685,0.0034233438242738234
markov,11->13,0.0012254658459198292,0.005539838560861371
markov,17->19,0.005379883233114724,0.005539838560861371
markov,29->1,0.000494874872004683,0.005539838560861371
markov,11->13,0.00015519870079368225,0.0023740861801350515
markov,17->19,0.002265596559342012,0.0023740861801350515
markov,29->1,-0.0006922938568829223,0.0023740861801350515
markov,11->13,0.0035995963126171926,0.0035996610184676893
markov,17->19,2.1341538691904693e-05,0.0035996610184676893
markov,29->1,-3.2206823521035988e-06,0.0035996610184676893
markov,11->13,0.0017677031476868443,0.0021169597685868334
markov,17->19,-0.001117397483122562,0.0021169597685868334
markov,29->1,-0.00032888768323639794,0.0021169597685868334
markov,11->13,0.0023988901546313224,0.0029048354273636633
markov,17->19,-0.000453822337699486,0.0029048354273636633
markov,29->1,0.0015739886187278868,0.0029048354273636633
markov,11->13,0.0006137969924930181,0.001369416213970256
markov,17->19,-0.00036521282514044573,0.001369416213970256
markov,29->1,0.001168406441031583,0.001369416213970256
markov,11->13,0.0003444807923453641,0.002166140379963131
markov,17->19,0.0017392075119019579,0.002166140379963131
markov,29->1,-0.001244449420408772,0.002166140379963131
markov,11->13,-2.6203656596224256e-06,0.003940818239233922
markov,17->19,0.0036554067401364937,0.003940818239233922
markov,29->1,-0.0014724276187735863,0.003940818239233922
markov,11->13,0.0012261735145997071,0.0025717438348099365
markov,17->19,-0.0022556052065273585,0.0025717438348099365
markov,29->1,-0.00015036627369124922,0.0025717438348099365
markov,11->13,0.0004961230303769937,0.00263940606998059
markov,17->19,0.0016872383442313454,0.00263940606998059
markov,29->1,0.001968134423949594,0.00263940606998059
markov,11->13,-0.0007179266841751547,0.0014950751546647764
markov,17->19,0.00041978156971637925,0.0014950751546647764
markov,29->1,-0.0012424228056388958,0.0014950751546647764
markov,11->13,-0.0004600121126475537,0.00232636912633061
markov,17->19,0.0015919127424991603,0.00232636912633061
markov,29->1,-0.001632849040306722,0.00232636912633061
markov,11->13,0.000420250414599449,0.0011849948336737652
markov,17->19,0.0005846235191722116,0.0011849948336737652
markov,29->1,-0.0009411788808155463,0.0011849948336737652
markov,11->13,0.0008855082795473229,0.0009991210368726078
markov,17->19,5.601032184862631e-05,0.0009991210368726078
markov,29->1,-0.0004593264384084028,0.0009991210368726078
markov,11->13,-0.0010630873393729229,0.002616270197658692
markov,17->19,7.314267028836474e-05,0.002616270197658692
markov,29->1,0.00238942779882656,0.002616270197658692
markov,11->13,0.0011717513938146462,0.0016554191648451254
markov,17->19,0.001015704659330971,0.0016554191648451254
markov,29->1,0.0005794439812814717,0.0016554191648451254
markov,11->13,0.0022729935798800893,0.0038593514867037394
markov,17->19,0.003118403953316473,0.0038593514867037394
markov,29->1,6.04224104654022e-05,0.0038593514867037394
markov,11->13,0.0017231854147737452,0.004467676790060956
markov,17->19,0.004059726030392438,0.004467676790060956
markov,29->1,-0.0007137173704726968,0.004467676790060956
markov,11->13,-0.001711907370009591,0.002012203703368759
markov,17->19,-0.0010221422473902925,0.002012203703368759
markov,29->1,-0.0002712233884784171,0.002012203703368759
markov,11->13,0.002190808721491397,0.004136571261703577
markov,17->19,0.002121373337090504,0.004136571261703577
markov,29->1,-0.0027948799819796644,0.004136571261703577
markov,11->13,0.0027763146663386112,0.002904212782991732
markov,17->19,0.000765672208226445,0.002904212782991732
markov,29->1,0.0003745328182086921,0.002904212782991732
markov,11->13,0.0008748525053376699,0.0014845340745090858
markov,17->19,0.000954610156244845,0.0014845340745090858
markov,29->1,0.0007260812364172087,0.0014845340745090858
markov,11->13,-0.0005714319854718958,0.001853488029439623
markov,17->19,-0.0014067154111113006,0.001853488029439623
markov,29->1,-0.0010630310970980994,0.001853488029439623
markov,11->13,-0.0015530086330465959,0.0016247988748619077
markov,17->19,0.0002399888217180235,0.0016247988748619077
markov,29->1,0.00041296602146624617,0.0016247988748619077
markov,11->13,0.0006259538743983856,0.0009675716232670984
markov,17->19,-0.000722353390164937,0.0009675716232670984
markov,29->1,0.0001502736603487126,0.0009675716232670984
markov,11->13,-0.0015821768015737564,0.004519585617540446
markov,17->19,-0.0028124122806688356,0.004519585617540446
markov,29->1,-0.0031644443250566784,0.004519585617540446
markov,11->13,-0.001003657082614684,0.0016923730753015912
markov,17->19,-0.00021863689252708818,0.0016923730753015912
markov,29->1,-0.0013449895894575709,0.0016923730753015912
markov,11->13,-0.0017146330418713052,0.002038644669722522
markov,17->19,0.0001614860848472427,0.002038644669722522
markov,29->1,0.0010908839835252482,0.002038644669722522
markov,11->13,7.711269589756597e-05,0.0023205639610694826
markov,17->19,-0.0017793294408915694,0.0023205639610694826
markov,29->1,0.0014876348578607562,0.0023205639610694826
markov,11->13,-0.0031845881446829483,0.00363657946370905
markov,17->19,-0.0016486889561212748,0.00363657946370905
markov,29->1,-0.0006040970704936088,0.00363657946370905
markov,11->13,-0.00030689688525019354,0.0012308381690141104
markov,17->19,-0.0010449752415037789,0.0012308381690141104
markov,29->1,-0.0005734140256131309,0.0012308381690141104
markov,11->13,-0.00043172487819176375,0.0035181754913916822
markov,17->19,0.003434067988232037,0.0035181754913916822
markov,29->1,0.0006311493246287936,0.0035181754913916822
markov,11->13,0.0006518709906638831,0.0023649537069735617
