null_model,sample,rank,singular_value
iid_shuffle,6,7,0.0008958777634076137
iid_shuffle,6,8,2.224981054865823e-18
iid_shuffle,7,1,0.010420105612821176
iid_shuffle,7,2,0.00854060996359046
iid_shuffle,7,3,0.0063420310380023865
iid_shuffle,7,4,0.004426097251226202
iid_shuffle,7,5,0.003168224523172302
iid_shuffle,7,6,0.0025734382584346152
iid_shuffle,7,7,0.0003860524834887664
iid_shuffle,7,8,1.850741621361315e-17
iid_shuffle,8,1,0.010220612838187653
iid_shuffle,8,2,0.007146759005556361
iid_shuffle,8,3,0.006397774766128946
iid_shuffle,8,4,0.004569079620104594
iid_shuffle,8,5,0.002788276709774875
iid_shuffle,8,6,0.0017134622562332206
iid_shuffle,8,7,0.0007807689940262922
iid_shuffle,8,8,3.320925490315411e-18
iid_shuffle,9,1,0.012206083204746084
iid_shuffle,9,2,0.009603002286532226
iid_shuffle,9,3,0.008465628363674153
iid_shuffle,9,4,0.005741483956664131
iid_shuffle,9,5,0.004196061013954031
iid_shuffle,9,6,0.002097596811353276
iid_shuffle,9,7,0.0005349135553425204
iid_shuffle,9,8,1.274907913504561e-17
iid_shuffle,10,1,0.01014869276725002
iid_shuffle,10,2,0.007383857675343021
iid_shuffle,10,3,0.0064262444249709155
iid_shuffle,10,4,0.005685573306144092
iid_shuffle,10,5,0.00394148682337863
iid_shuffle,10,6,0.0020474846339809997
iid_shuffle,10,7,0.0002502324937659703
iid_shuffle,10,8,1.749420136314218e-17
iid_shuffle,11,1,0.011639426171279266
iid_shuffle,11,2,0.009145571318716331
iid_shuffle,11,3,0.00847387407013689
iid_shuffle,11,4,0.006597190970276111
iid_shuffle,11,5,0.004559231153217627
iid_shuffle,11,6,0.0025799578482121875
iid_shuffle,11,7,0.00019964043329124057
iid_shuffle,11,8,3.2622097423754e-17
iid_shuffle,12,1,0.0161246414749883
iid_shuffle,12,2,0.009212186415816462
iid_shuffle,12,3,0.007510028974555939
iid_shuffle,12,4,0.005674614970272852
iid_shuffle,12,5,0.004500762786396343
iid_shuffle,12,6,0.00301304222920377
iid_shuffle,12,7,0.0007386695266643164
iid_shuffle,12,8,2.7097958900758486e-18
iid_shuffle,13,1,0.012985862239673941
iid_shuffle,13,2,0.011297581218754798
iid_shuffle,13,3,0.007911289176840813
iid_shuffle,13,4,0.005720472351645312
iid_shuffle,13,5,0.004746057227907947
iid_shuffle,13,6,0.0033256429105902835
iid_shuffle,13,7,0.002883894711345326
iid_shuffle,13,8,2.903338554275432e-17
iid_shuffle,14,1,0.00904662743907685
iid_shuffle,14,2,0.008000484307346166
iid_shuffle,14,3,0.006197235538195736
iid_shuffle,14,4,0.005639698047325397
iid_shuffle,14,5,0.0029212340334607554
iid_shuffle,14,6,0.002512352895216623
iid_shuffle,14,7,1.883149392738079e-05
iid_shuffle,14,8,8.785078848574208e-19
iid_shuffle,15,1,0.009715248594368092
iid_shuffle,15,2,0.007720549523860119
iid_shuffle,15,3,0.006911461627949671
iid_shuffle,15,4,0.0062412539066760645
iid_shuffle,15,5,0.004587126142339458
iid_shuffle,15,6,0.0010667818704064478
iid_shuffle,15,7,0.0003481026082452084
iid_shuffle,15,8,2.7426767315614126e-17
iid_shuffle,16,1,0.01326638421212527
iid_shuffle,16,2,0.010275386917518564
iid_shuffle,16,3,0.008195316778292704
iid_shuffle,16,4,0.006880591423359434
iid_shuffle,16,5,0.004051992786425421
iid_shuffle,16,6,0.002843961757416123
iid_shuffle,16,7,5.8373575942120085e-05
iid_shuffle,16,8,1.104941622327049e-17
iid_shuffle,17,1,0.010680969671088236
iid_shuffle,17,2,0.00922632152766842
iid_shuffle,17,3,0.005984596137258906
iid_shuffle,17,4,0.004547141477958184
iid_shuffle,17,5,0.0028987244168493503
iid_shuffle,17,6,0.0011758067535835852
iid_shuffle,17,7,0.0006666221911499372
iid_shuffle,17,8,2.408421961605185e-17
iid_shuffle,18,1,0.010565621108444279
iid_shuffle,18,2,0.008966945492293741
iid_shuffle,18,3,0.008787757430003516
iid_shuffle,18,4,0.005040685604949706
iid_shuffle,18,5,0.004543808741133604
iid_shuffle,18,6,0.0012081297674709128
iid_shuffle,18,7,0.0007010468827641775
iid_shuffle,18,8,3.039590184548359e-17
iid_shuffle,19,1,0.011737514740897487
iid_shuffle,19,2,0.00886372047651501
iid_shuffle,19,3,0.005280199282660667
iid_shuffle,19,4,0.004531850417053402
iid_shuffle,19,5,0.0039148577413930345
iid_shuffle,19,6,0.0030162069463330774
iid_shuffle,19,7,0.0010461691794889552
iid_shuffle,19,8,2.0328601502107217e-17
iid_shuffle,20,1,0.009769178796395073
iid_shuffle,20,2,0.007368317275643881
iid_shuffle,20,3,0.006961690469152535
iid_shuffle,20,4,0.005535440337927548
iid_shuffle,20,5,0.003925737374349539
iid_shuffle,20,6,0.003117799723873128
iid_shuffle,20,7,0.000563507728784734
iid_shuffle,20,8,1.389352171071221e-18
iid_shuffle,21,1,0.014230036708384804
iid_shuffle,21,2,0.009645762937494777
iid_shuffle,21,3,0.00891154616308514
iid_shuffle,21,4,0.006638785266115311
iid_shuffle,21,5,0.004979936885317077
iid_shuffle,21,6,0.001296083750000786
iid_shuffle,21,7,5.6217606321220737e-05
iid_shuffle,21,8,3.903877437777687e-17
iid_shuffle,22,1,0.010689417856026168
iid_shuffle,22,2,0.009328358858061617
iid_shuffle,22,3,0.008082133490247294
iid_shuffle,22,4,0.00489788958170714
iid_shuffle,22,5,0.0035374817849193017
iid_shuffle,22,6,0.0016281479558690078
iid_shuffle,22,7,0.0007304498062138282
iid_shuffle,22,8,2.3942715961043022e-17
iid_shuffle,23,1,0.011383059263698082
iid_shuffle,23,2,0.008777150391833171
iid_shuffle,23,3,0.0063853903335502945
iid_shuffle,23,4,0.005224878423975142
iid_shuffle,23,5,0.002757872139175668
iid_shuffle,23,6,0.0012366685011943469
iid_shuffle,23,7,9.23553837624665e-05
iid_shuffle,23,8,1.416135349677764e-17
iid_shuffle,24,1,0.01244541442797444
iid_shuffle,24,2,0.010599191791283194
iid_shuffle,24,3,0.008264918708250623
iid_shuffle,24,4,0.005105260839234516
iid_shuffle,24,5,0.004488329514171915
iid_shuffle,24,6,0.0027269993295867523
iid_shuffle,24,7,9.322133752521059e-05
iid_shuffle,24,8,1.5805906192924322e-17
iid_shuffle,25,1,0.012963022571692764
iid_shuffle,25,2,0.01031538290607281
iid_shuffle,25,3,0.008527020525977381
iid_shuffle,25,4,0.006059875044398971
iid_shuffle,25,5,0.003524524741950462
iid_shuffle,25,6,0.0016252456336953744
iid_shuffle,25,7,0.0004984330184028616
iid_shuffle,25,8,1.107390820914823e-19
iid_shuffle,26,1,0.008967357640712824
iid_shuffle,26,2,0.007821169999264225
iid_shuffle,26,3,0.006017588141807179
iid_shuffle,26,4,0.0034129672235297948
iid_shuffle,26,5,0.00214800462776628
iid_shuffle,26,6,0.0019505458515228743
iid_shuffle,26,7,0.0012797804561128314
iid_shuffle,26,8,4.181918136993617e-17
iid_shuffle,27,1,0.011967918649592395
iid_shuffle,27,2,0.00997127716975904
iid_shuffle,27,3,0.00737626560372865
iid_shuffle,27,4,0.004340077477540612
iid_shuffle,27,5,0.0025883446846675807
iid_shuffle,27,6,0.0017224620395058338
iid_shuffle,27,7,0.00031880659417413577
iid_shuffle,27,8,8.872138731167631e-18
iid_shuffle,28,1,0.01159782893819391
iid_shuffle,28,2,0.007915484444114636
iid_shuffle,28,3,0.006198215575332584
iid_shuffle,28,4,0.004348926900859816
iid_shuffle,28,5,0.003415558095788351
iid_shuffle,28,6,0.002142809642878319
iid_shuffle,28,7,0.00020968290288294028
iid_shuffle,28,8,2.4211514667235618e-18
iid_shuffle,29,1,0.012015248642673818
iid_shuffle,29,2,0.009194879954989275
iid_shuffle,29,3,0.006138679943452831
iid_shuffle,29,4,0.004951642568813125
iid_shuffle,29,5,0.003951949202523721
iid_shuffle,29,6,0.0031077172982937776
iid_shuffle,29,7,0.0010161432055282313
iid_shuffle,29,8,1.3205724870678167e-17
iid_shuffle,30,1,0.010660312939948758
iid_shuffle,30,2,0.009388659413677952
iid_shuffle,30,3,0.006967348164975801
iid_shuffle,30,4,0.00616883542361384
iid_shuffle,30,5,0.0036795239286301178
iid_shuffle,30,6,0.0026998931534047083
iid_shuffle,30,7,0.00043183682530603787
iid_shuffle,30,8,2.1108519394363538e-17
iid_shuffle,31,1,0.010940232583991226
iid_shuffle,31,2,0.01024108735161733
iid_shuffle,31,3,0.006636651110254951
iid_shuffle,31,4,0.005776860968861617
iid_shuffle,31,5,0.004667697881851492
iid_shuffle,31,6,0.0017977681821961977
iid_shuffle,31,7,0.0009957154474804506
iid_shuffle,31,8,1.3560187716661062e-18
iid_shuffle,32,1,0.01177226908177687
iid_shuffle,32,2,0.009311471973769423
iid_shuffle,32,3,0.007300486389144036
iid_shuffle,32,4,0.0063959725370199266
iid_shuffle,32,5,0.005283659369601465
iid_shuffle,32,6,0.003935498101241827
iid_shuffle,32,7,0.0006357431132856426
iid_shuffle,32,8,2.268319780106148e-17
iid_shuffle,33,1,0.011463014702196064
iid_shuffle,33,2,0.008738680083191935
iid_shuffle,33,3,0.00764242745739089
iid_shuffle,33,4,0.005934873492665036
iid_shuffle,33,5,0.0040530077698179515
iid_shuffle,33,6,0.002715685420886507
iid_shuffle,33,7,0.0012884694086098957
iid_shuffle,33,8,1.9204995843370286e-18
iid_shuffle,34,1,0.010358885402881799
iid_shuffle,34,2,0.009407779370922909
iid_shuffle,34,3,0.006666580675910277
iid_shuffle,34,4,0.00527294202037495
iid_shuffle,34,5,0.003542358157912384
iid_shuffle,34,6,0.0014349872422500533
iid_shuffle,34,7,0.0004033138671104108
iid_shuffle,34,8,1.1187018041497308e-17
iid_shuffle,35,1,0.01274997134676877
iid_shuffle,35,2,0.008752227464735184
iid_shuffle,35,3,0.007803473118578011
iid_shuffle,35,4,0.004826362359135816
iid_shuffle,35,5,0.003817000905326889
iid_shuffle,35,6,0.0014169365094609237
iid_shuffle,35,7,0.0002816015755530449
iid_shuffle,35,8,1.9044990258067475e-17
iid_shuffle,36,1,0.011837882091915207
iid_shuffle,36,2,0.010774187599724988
iid_shuffle,36,3,0.009025921537006584
iid_shuffle,36,4,0.005524584744702097
iid_shuffle,36,5,0.0031625926216573863
iid_shuffle,36,6,0.0013790593084098402
iid_shuffle,36,7,0.0010930083341155088
iid_shuffle,36,8,3.665717823694466e-17
iid_shuffle,37,1,0.012292101537960735
iid_shuffle,37,2,0.010233857485847476
iid_shuffle,37,3,0.007638878844939309
iid_shuffle,37,4,0.0060259995639900185
iid_shuffle,37,5,0.002973112910543994
iid_shuffle,37,6,0.001539234922759511
iid_shuffle,37,7,0.0013281549515505391
iid_shuffle,37,8,1.1396042293095562e-18
iid_shuffle,38,1,0.012733498082236344
iid_shuffle,38,2,0.011459531294915
iid_shuffle,38,3,0.00961077303289232
iid_shuffle,38,4,0.006216815766408611
iid_shuffle,38,5,0.005647046496423744
iid_shuffle,38,6,0.002679472326873216
iid_shuffle,38,7,0.0013051683452208222
iid_shuffle,38,8,3.3783064802444436e-17
iid_shuffle,39,1,0.012006174063710517
iid_shuffle,39,2,0.008122597038337773
iid_shuffle,39,3,0.0064429993142176714
iid_shuffle,39,4,0.005701528618264511
iid_shuffle,39,5,0.004192569407161428
iid_shuffle,39,6,0.0014460641725210217
iid_shuffle,39,7,0.0005876701593967635
iid_shuffle,39,8,4.0267032346430627e-17
iid_shuffle,40,1,0.012104074324240783
iid_shuffle,40,2,0.00810677841190585
iid_shuffle,40,3,0.006819222956219238
iid_shuffle,40,4,0.0047709228746576895
iid_shuffle,40,5,0.0037824646635349433
iid_shuffle,40,6,0.0005778817260234973
iid_shuffle,40,7,5.10211763024016e-05
iid_shuffle,40,8,1.652828281398738e-17
iid_shuffle,41,1,0.011064397157281736
iid_shuffle,41,2,0.010688514834918093
iid_shuffle,41,3,0.0069534850205149774
iid_shuffle,41,4,0.006106434955171926
iid_shuffle,41,5,0.004243817760604612
iid_shuffle,41,6,0.0022015391744875344
iid_shuffle,41,7,0.00048056074057478346
iid_shuffle,41,8,2.3730916992949663e-17
iid_shuffle,42,1,0.009728881864210778
iid_shuffle,42,2,0.007361655814753606
iid_shuffle,42,3,0.005955532824731811
iid_shuffle,42,4,0.004620670289660309
iid_shuffle,42,5,0.0036910148968819973
iid_shuffle,42,6,0.002201521747884633
iid_shuffle,42,7,0.0004920537221339256
iid_shuffle,42,8,1.3303638028099553e-18
iid_shuffle,43,1,0.00903213837191546
iid_shuffle,43,2,0.006882720814885577
iid_shuffle,43,3,0.006473864640514505
iid_shuffle,43,4,0.003550517557453766
iid_shuffle,43,5,0.0033665770641228567
iid_shuffle,43,6,0.0024823037634302985
iid_shuffle,43,7,0.0008776552144550917
iid_shuffle,43,8,3.942695164103973e-18
iid_shuffle,44,1,0.01297822055810746
iid_shuffle,44,2,0.01053265311337029
iid_shuffle,44,3,0.008053362628366853
iid_shuffle,44,4,0.006303161478996687
iid_shuffle,44,5,0.005256275593683726
iid_shuffle,44,6,0.0026784435480713045
iid_shuffle,44,7,0.0008674516561215196
iid_shuffle,44,8,1.0054914705268684e-17
iid_shuffle,45,1,0.012217045610174638
iid_shuffle,45,2,0.008948966601533378
iid_shuffle,45,3,0.008025743808975803
iid_shuffle,45,4,0.004289362029654331
iid_shuffle,45,5,0.0031248655773657404
iid_shuffle,45,6,0.0011841358624122115
iid_shuffle,45,7,0.0005510738214209879
iid_shuffle,45,8,5.461245372051035e-18
iid_shuffle,46,1,0.01024380294332193
iid_shuffle,46,2,0.008388889451270129
iid_shuffle,46,3,0.006866178085349029
iid_shuffle,46,4,0.005094941634321649
iid_shuffle,46,5,0.0026057993935921175
iid_shuffle,46,6,0.0013288275582327288
iid_shuffle,46,7,5.918571028150623e-05
iid_shuffle,46,8,1.4972328241187967e-17
iid_shuffle,47,1,0.014036814591678689
iid_shuffle,47,2,0.010563805171850262
iid_shuffle,47,3,0.008128319568197583
iid_shuffle,47,4,0.005334981709082321
iid_shuffle,47,5,0.002918560266865684
iid_shuffle,47,6,0.0020814432657897735
iid_shuffle,47,7,2.8090599957028848e-05
iid_shuffle,47,8,2.5159544274762474e-17
iid_shuffle,48,1,0.011781491857585823
iid_shuffle,48,2,0.010059950547364313
iid_shuffle,48,3,0.006883985093196102
iid_shuffle,48,4,0.005970728547602182
iid_shuffle,48,5,0.00298475589345117
iid_shuffle,48,6,0.002295301523382852
iid_shuffle,48,7,6.390228988558343e-05
iid_shuffle,48,8,1.572305084888672e-17
iid_shuffle,49,1,0.011967572587068636
iid_shuffle,49,2,0.008682864566795593
iid_shuffle,49,3,0.00642595272726586
iid_shuffle,49,4,0.00518816039853084
iid_shuffle,49,5,0.00397547451940613
iid_shuffle,49,6,0.0007763370013534393
iid_shuffle,49,7,4.936611974572507e-05
iid_shuffle,49,8,2.8550250337072537e-18
iid_shuffle,50,1,0.012964444367626038
iid_shuffle,50,2,0.0071687739140288914
iid_shuffle,50,3,0.006618399666073485
iid_shuffle,50,4,0.0038585014946362632
iid_shuffle,50,5,0.002036626077030859
iid_shuffle,50,6,0.0011140145869861153
iid_shuffle,50,7,0.000848539900651455
iid_shuffle,50,8,1.700492039204528e-17
iid_shuffle,51,1,0.014516638170707037
iid_shuffle,51,2,0.008062307810411312
iid_shuffle,51,3,0.006452522608474781
iid_shuffle,51,4,0.0043835210049558175
iid_shuffle,51,5,0.003580591747728402
iid_shuffle,51,6,0.0018132098958186043
iid_shuffle,51,7,0.0005139421287036301
iid_shuffle,51,8,4.3415782551597985e-18
iid_shuffle,52,1,0.010324821277723252
iid_shuffle,52,2,0.008721914967536586
iid_shuffle,52,3,0.00718965811428714
iid_shuffle,52,4,0.005113198463704082
iid_shuffle,52,5,0.0036871186156468105
iid_shuffle,52,6,0.002212913168718726
iid_shuffle,52,7,0.000176645391781154
iid_shuffle,52,8,2.1208697888473654e-17
iid_shuffle,53,1,0.012152040899710372
iid_shuffle,53,2,0.010962822987165624
iid_shuffle,53,3,0.00629724190948589
iid_shuffle,53,4,0.003872951991668617
iid_shuffle,53,5,0.0028270377243288913
iid_shuffle,53,6,0.0016464998813725583
iid_shuffle,53,7,0.0003619010916050432
iid_shuffle,53,8,3.497326056776941e-17
iid_shuffle,54,1,0.012047764818141403
iid_shuffle,54,2,0.008491029421067914
iid_shuffle,54,3,0.007813872882514245
iid_shuffle,54,4,0.005986713224598864
iid_shuffle,54,5,0.004718468542269969
iid_shuffle,54,6,0.00222614563358466
iid_shuffle,54,7,0.0010641421284499572
iid_shuffle,54,8,7.17855699351453e-18
iid_shuffle,55,1,0.010944625259005754
iid_shuffle,55,2,0.009519180341537661
iid_shuffle,55,3,0.008375822460263254
iid_shuffle,55,4,0.006977670718155401
iid_shuffle,55,5,0.005169380723060864
iid_shuffle,55,6,0.004327814537564046
iid_shuffle,55,7,0.00015146941728526068
iid_shuffle,55,8,9.449123511090985e-18
iid_shuffle,56,1,0.011758798478057527
iid_shuffle,56,2,0.008680891515699504
iid_shuffle,56,3,0.007843267396582214
iid_shuffle,56,4,0.005589180245816446
iid_shuffle,56,5,0.0035063445944156415
iid_shuffle,56,6,0.003145539986553033
iid_shuffle,56,7,0.0007944080831831224
iid_shuffle,56,8,5.526940190828709e-18
iid_shuffle,57,1,0.009765649973222736
iid_shuffle,57,2,0.007182281971415415
iid_shuffle,57,3,0.004965862016868648
iid_shuffle,57,4,0.004008219220584248
iid_shuffle,57,5,0.002645929678129609
iid_shuffle,57,6,0.0013820381523977634
iid_shuffle,57,7,8.774087548408869e-05
iid_shuffle,57,8,1.842605944170361e-17
iid_shuffle,58,1,0.011338226966313356
iid_shuffle,58,2,0.008882281344972601
iid_shuffle,58,3,0.007899599224939675
iid_shuffle,58,4,0.003670169656897609
iid_shuffle,58,5,0.0028949275919887786
iid_shuffle,58,6,0.0018804384437712558
iid_shuffle,58,7,0.0004539584388252176
iid_shuffle,58,8,4.444189733958314e-19
iid_shuffle,59,1,0.013398424408204636
iid_shuffle,59,2,0.012099512608958033
iid_shuffle,59,3,0.006422415275718255
iid_shuffle,59,4,0.004039611307796902
iid_shuffle,59,5,0.0024756816631182456
iid_shuffle,59,6,0.0019890440714626393
iid_shuffle,59,7,0.0007356744910573584
iid_shuffle,59,8,1.900412167548301e-17
iid_shuffle,60,1,0.010005680695863021
iid_shuffle,60,2,0.009605238900599911
iid_shuffle,60,3,0.00735937305333634
iid_shuffle,60,4,0.005474200657017043
iid_shuffle,60,5,0.0048094178927635236
iid_shuffle,60,6,0.0019662824701702584
iid_shuffle,60,7,0.0006262432613129643
iid_shuffle,60,8,9.307473650500302e-18
iid_shuffle,61,1,0.011238726511700003
iid_shuffle,61,2,0.010405508991537112
iid_shuffle,61,3,0.006657757786158255
iid_shuffle,61,4,0.00464865225067648
iid_shuffle,61,5,0.002708324520118344
iid_shuffle,61,6,0.0010680431778865773
iid_shuffle,61,7,0.000575070508152457
iid_shuffle,61,8,1.0085627076545752e-17
iid_shuffle,62,1,0.014795443417765121
iid_shuffle,62,2,0.013042731901548525
iid_shuffle,62,3,0.006788551768006104
iid_shuffle,62,4,0.005921191988620218
iid_shuffle,62,5,0.0033091312197175734
iid_shuffle,62,6,0.0012806201775289157
iid_shuffle,62,7,0.0007350856532428638
iid_shuffle,62,8,2.0673873649538607e-18
iid_shuffle,63,1,0.012327000617783341
iid_shuffle,63,2,0.010486667577810773
iid_shuffle,63,3,0.006974675236280535
iid_shuffle,63,4,0.0043202721602423715
iid_shuffle,63,5,0.0028449714160004693
iid_shuffle,63,6,0.0021404145404405476
iid_shuffle,63,7,0.00016043182410469594
iid_shuffle,63,8,2.2305923144753986e-17
iid_shuffle,64,1,0.011514505414746095
iid_shuffle,64,2,0.009222230990798634
iid_shuffle,64,3,0.006476585680730297
iid_shuffle,64,4,0.005562124805762448
iid_shuffle,64,5,0.004672761589410996
iid_shuffle,64,6,0.003257061606455826
iid_shuffle,64,7,0.0019665716469069094
iid_shuffle,64,8,4.141929741840235e-17
iid_shuffle,65,1,0.010988106419771292
iid_shuffle,65,2,0.009699326877447121
iid_shuffle,65,3,0.0083434707356361
iid_shuffle,65,4,0.00660315533944776
iid_shuffle,65,5,0.004875730220286737
iid_shuffle,65,6,0.0013621051097185961
iid_shuffle,65,7,0.0009156777671727655
iid_shuffle,65,8,1.8539246675659605e-17
iid_shuffle,66,1,0.010635857296773597
iid_shuffle,66,2,0.009732029688164065
iid_shuffle,66,3,0.007736514689199989
iid_shuffle,66,4,0.006316090549466797
iid_shuffle,66,5,0.003622432073517773
iid_shuffle,66,6,0.0014638410858102968
iid_shuffle,66,7,0.0008127766147644052
iid_shuffle,66,8,9.769252948086786e-18
iid_shuffle,67,1,0.012811157455252424
iid_shuffle,67,2,0.010122580358393135
iid_shuffle,67,3,0.007505968630663167
iid_shuffle,67,4,0.006190200868794086
iid_shuffle,67,5,0.005193360907622677
iid_shuffle,67,6,0.002251705225346721
iid_shuffle,67,7,7.562940598584762e-05
iid_shuffle,67,8,3.4501249272014976e-17
iid_shuffle,68,1,0.011568861663789972
iid_shuffle,68,2,0.009165278327913614
iid_shuffle,68,3,0.008085041085750144
iid_shuffle,68,4,0.005684826358587722
iid_shuffle,68,5,0.0035963193518661223
iid_shuffle,68,6,0.0023995645498382763
iid_shuffle,68,7,0.0008207346081653945
iid_shuffle,68,8,2.1224747540733965e-17
iid_shuffle,69,1,0.009858753146175544
iid_shuffle,69,2,0.007244874011404296
iid_shuffle,69,3,0.006879426009079408
iid_shuffle,69,4,0.006030959559243407
iid_shuffle,69,5,0.004473667109343115
iid_shuffle,69,6,0.0024199347783424776
iid_shuffle,69,7,0.00215089964797163
iid_shuffle,69,8,6.943939392830578e-18
iid_shuffle,70,1,0.012427204884662434
iid_shuffle,70,2,0.008775833386088998
iid_shuffle,70,3,0.00694386169613865
iid_shuffle,70,4,0.0055998998406426425
iid_shuffle,70,5,0.004204764971289632
iid_shuffle,70,6,0.0008872394327659385
iid_shuffle,70,7,0.0005432798722844152
iid_shuffle,70,8,2.6081435968559315e-17
iid_shuffle,71,1,0.010027937804497606
iid_shuffle,71,2,0.006788074946248383
iid_shuffle,71,3,0.005651248533573372
iid_shuffle,71,4,0.0046925660652015104
iid_shuffle,71,5,0.003275788250646867
iid_shuffle,71,6,0.0020503434007136242
iid_shuffle,71,7,0.001301743308404463
iid_shuffle,71,8,1.9042599885204262e-17
iid_shuffle,72,1,0.010522944859118383
iid_shuffle,72,2,0.008872194756058497
iid_shuffle,72,3,0.008211133825738737
iid_shuffle,72,4,0.0057079277223661
iid_shuffle,72,5,0.003672273407629397
iid_shuffle,72,6,0.0019949987585190527
iid_shuffle,72,7,0.001127413963964038
iid_shuffle,72,8,3.118077303863427e-18
iid_shuffle,73,1,0.00986557476500831
iid_shuffle,73,2,0.007692748641628376
iid_shuffle,73,3,0.007642333407665252
iid_shuffle,73,4,0.006083813416480022
iid_shuffle,73,5,0.0039049248310610565
iid_shuffle,73,6,0.002844421556495723
iid_shuffle,73,7,0.001016388405527866
iid_shuffle,73,8,3.1275943241740036e-18
iid_shuffle,74,1,0.009817781312565171
iid_shuffle,74,2,0.00932809362846946
iid_shuffle,74,3,0.007525254826064204
iid_shuffle,74,4,0.005399368394829077
iid_shuffle,74,5,0.005248314251402949
iid_shuffle,74,6,0.002668250253829233
iid_shuffle,74,7,0.0011029196181029676
iid_shuffle,74,8,3.440930494610851e-17
iid_shuffle,75,1,0.013281708045810015
iid_shuffle,75,2,0.010298111540150366
iid_shuffle,75,3,0.008823637595705244
iid_shuffle,75,4,0.004907544462055321
iid_shuffle,75,5,0.0035827719877396112
iid_shuffle,75,6,0.0016462579326611128
iid_shuffle,75,7,0.00046469157701014023
iid_shuffle,75,8,1.3207638398601241e-17
iid_shuffle,76,1,0.01165076131066365
iid_shuffle,76,2,0.010146951981750913
iid_shuffle,76,3,0.00635127397668301
iid_shuffle,76,4,0.004052434141639793
iid_shuffle,76,5,0.0024682941409521365
iid_shuffle,76,6,0.0016205846133617028
iid_shuffle,76,7,0.0004700631998831079
iid_shuffle,76,8,6.906052523393304e-18
iid_shuffle,77,1,0.00801745568748224
iid_shuffle,77,2,0.007800419297933721
iid_shuffle,77,3,0.006805220073711472
iid_shuffle,77,4,0.0050634892287764605
iid_shuffle,77,5,0.0036861860196048383
iid_shuffle,77,6,0.0015166015161600422
iid_shuffle,77,7,0.0009589418791343612
iid_shuffle,77,8,1.8767852338944305e-17
iid_shuffle,78,1,0.013533053653331396
iid_shuffle,78,2,0.00904230468413141
iid_shuffle,78,3,0.007698893981686991
iid_shuffle,78,4,0.004085938401809033
iid_shuffle,78,5,0.0035914847036313405
iid_shuffle,78,6,0.0021525028639072167
iid_shuffle,78,7,0.0007886409199273882
iid_shuffle,78,8,1.864939461297998e-18
iid_shuffle,79,1,0.009528410898837688
iid_shuffle,79,2,0.008631509740877178
iid_shuffle,79,3,0.0065519872008917065
iid_shuffle,79,4,0.005681774099240632
iid_shuffle,79,5,0.0029576945941528652
iid_shuffle,79,6,0.002575879420474721
iid_shuffle,79,7,0.0015012141222197262
iid_shuffle,79,8,3.904810803091198e-18
iid_shuffle,80,1,0.011808102749044603
iid_shuffle,80,2,0.009163962508044656
iid_shuffle,80,3,0.006535338581787859
iid_shuffle,80,4,0.004885536749302712
iid_shuffle,80,5,0.0019757737318800406
iid_shuffle,80,6,0.0008413743304260669
